"month_year","borough","complaint_type","rank","complaint_count"
"2018-05",BROOKLYN,Noise - Street/Sidewalk,6,2851
"2018-05",BROOKLYN,UNSANITARY CONDITION,7,2120
"2018-05",BROOKLYN,HEAT/HOT WATER,8,1902
"2018-05",BROOKLYN,General Construction/Plumbing,9,1736
"2018-05",BROOKLYN,Noise,10,1633
"2018-05",MANHATTAN,Noise - Residential,1,4512
"2018-05",MANHATTAN,Noise - Street/Sidewalk,2,3708
"2018-05",MANHATTAN,Noise,3,2928
"2018-05",MANHATTAN,Illegal Parking,4,2399
"2018-05",MANHATTAN,Noise - Commercial,5,1880
"2018-05",MANHATTAN,Request Large Bulky Item Collection,6,1850
"2018-05",MANHATTAN,Street Condition,7,1736
"2018-05",MANHATTAN,Homeless Person Assistance,8,1285
"2018-05",MANHATTAN,Noise - Vehicle,9,1273
"2018-05",MANHATTAN,HEAT/HOT WATER,10,1183
"2018-05",QUEENS,Request Large Bulky Item Collection,1,6804
"2018-05",QUEENS,Illegal Parking,2,4723
"2018-05",QUEENS,Noise - Residential,3,4625
"2018-05",QUEENS,Blocked Driveway,4,4621
"2018-05",QUEENS,Street Condition,5,3534
"2018-05",QUEENS,Street Light Condition,6,1815
"2018-05",QUEENS,Water System,7,1762
"2018-05",QUEENS,Derelict Vehicle,8,1638
"2018-05",QUEENS,Damaged Tree,9,1611
"2018-05",QUEENS,Building/Use,10,1419
"2018-05",STATEN ISLAND,Street Condition,1,1513
"2018-05",STATEN ISLAND,Request Large Bulky Item Collection,2,1232
"2018-05",STATEN ISLAND,Electronics Waste,3,1148
"2018-05",STATEN ISLAND,Illegal Parking,4,840
"2018-05",STATEN ISLAND,Noise - Residential,5,708
"2018-05",STATEN ISLAND,Street Light Condition,6,565
"2018-05",STATEN ISLAND,Water System,7,527
"2018-05",STATEN ISLAND,Missed Collection (All Materials),8,474
"2018-05",STATEN ISLAND,Sewer,9,471
"2018-05",STATEN ISLAND,Sanitation Condition,10,366
"2018-06",BRONX,Noise - Residential,1,5042
"2018-06",BRONX,Noise - Street/Sidewalk,2,2844
"2018-06",BRONX,Blocked Driveway,3,2073
"2018-06",BRONX,UNSANITARY CONDITION,4,1840
"2018-06",BRONX,Illegal Parking,5,1814
"2018-06",BRONX,Water System,6,1480
"2018-06",BRONX,Street Light Condition,7,1476
"2018-06",BRONX,PAINT/PLASTER,8,1402
"2018-06",BRONX,PLUMBING,9,1185
"2018-06",BRONX,Street Condition,10,1088
"2018-06",BROOKLYN,Request Large Bulky Item Collection,1,6918
"2018-06",BROOKLYN,Noise - Residential,2,6565
"2018-06",BROOKLYN,Illegal Parking,3,5598
"2018-06",BROOKLYN,Blocked Driveway,4,4222
"2018-06",BROOKLYN,Noise - Street/Sidewalk,5,3401
"2018-06",BROOKLYN,Street Condition,6,2585
"2018-06",BROOKLYN,UNSANITARY CONDITION,7,2294
"2018-06",BROOKLYN,Water System,8,1815
"2018-06",BROOKLYN,Sanitation Condition,9,1716
"2018-06",BROOKLYN,General Construction/Plumbing,10,1679
"2018-06",MANHATTAN,Noise - Street/Sidewalk,1,4743
"2018-06",MANHATTAN,Noise - Residential,2,3812
"2018-06",MANHATTAN,Noise,3,2572
"2018-06",MANHATTAN,Illegal Parking,4,2392
"2018-06",MANHATTAN,Request Large Bulky Item Collection,5,1910
"2018-06",MANHATTAN,Noise - Commercial,6,1517
"2018-06",MANHATTAN,Homeless Person Assistance,7,1296
"2018-06",MANHATTAN,Street Condition,8,1281
"2018-06",MANHATTAN,Water System,9,1176
"2018-06",MANHATTAN,UNSANITARY CONDITION,10,1149
"2018-06",QUEENS,Request Large Bulky Item Collection,1,6923
"2018-06",QUEENS,Noise - Residential,2,5049
"2018-06",QUEENS,Blocked Driveway,3,4952
"2018-06",QUEENS,Illegal Parking,4,4941
"2018-06",QUEENS,Street Condition,5,3005
"2018-06",QUEENS,Derelict Vehicle,6,1754
"2018-06",QUEENS,Water System,7,1722
"2018-06",QUEENS,Street Light Condition,8,1647
"2018-06",QUEENS,Building/Use,9,1497
"2018-06",QUEENS,Noise,10,1445
"2018-06",STATEN ISLAND,Request Large Bulky Item Collection,1,1369
"2018-06",STATEN ISLAND,Street Condition,2,1158
"2018-06",STATEN ISLAND,Electronics Waste,3,1079
"2018-06",STATEN ISLAND,Noise - Residential,4,879
"2018-06",STATEN ISLAND,Illegal Parking,5,808
"2018-06",STATEN ISLAND,Missed Collection (All Materials),6,627
